observed_at,hours_to_lock,formation,index_total,player,pos,slot,start_pct,start_source,status,assumed,value,score,picked,ppm,fix,opp,home,cur_pj,flat,fix_basis,elo_gap,ff_id,score_h3,pj
2026-08-20T0911Z,9.8,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T0911Z,9.8,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T0911Z,9.8,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T0911Z,9.8,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T0911Z,9.8,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T0911Z,9.8,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T0911Z,9.8,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.933,1,5.111,0.918,Valencia,0,0,4.287,elo,-2.0,9612,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T0916Z,9.7,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.933,1,5.111,0.918,Valencia,0,0,4.287,elo,-2.0,9612,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T0923Z,9.6,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.933,1,5.111,0.918,Valencia,0,0,4.287,elo,-2.0,9612,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T0932Z,9.5,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.933,1,5.111,0.918,Valencia,0,0,4.287,elo,-2.0,9612,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T0936Z,9.4,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.933,1,5.111,0.918,Valencia,0,0,4.287,elo,-2.0,9612,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T1111Z,7.8,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.933,1,5.111,0.918,Valencia,0,0,4.287,elo,-2.0,9612,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T1139Z,7.3,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.933,1,5.111,0.918,Valencia,0,0,4.287,elo,-2.0,9612,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T1145Z,7.2,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.933,1,5.111,0.918,Valencia,0,0,4.287,elo,-2.0,9612,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T1151Z,7.2,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.933,1,5.111,0.918,Valencia,0,0,4.287,elo,-2.0,9612,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.571,1,4.361,0.955,Villarreal,1,0,3.741,elo,87.6,6002,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.971,0,3.697,0.893,Real Betis,0,0,2.206,elo,-21.7,2802,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.603,1,3.023,0.928,Real Madrid,1,0,2.804,elo,-258.7,10220,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T1249Z,6.2,4-5-1,46.05,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.054,1,5.575,0.918,Valencia,0,0,5.508,elo,-2.0,4397,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.937,1,5.116,0.918,Valencia,0,0,4.291,elo,-2.0,9612,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.574,1,4.365,0.955,Villarreal,1,0,3.744,elo,87.6,6002,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.973,0,3.701,0.893,Real Betis,0,0,2.209,elo,-21.7,2802,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.605,1,3.026,0.928,Real Madrid,1,0,2.807,elo,-258.7,10220,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T1411Z,4.8,4-5-1,46.06,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.057,1,5.578,0.918,Valencia,0,0,5.511,elo,-2.0,4397,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Jon Moncayola,mediocampista,MED,90,read,ok,0,6901465,4.745,1,4.346,1.125,Levante,1,0,4.216,elo,32.8,7204,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Carl Starfelt,defensa,DEF,60,read,ok,0,14024071,3.937,1,5.116,0.918,Valencia,0,0,4.291,elo,-2.0,9612,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Robin Le Normand,defensa,DEF,70,read,ok,0,10836278,3.574,1,4.365,0.955,Villarreal,1,0,3.744,elo,87.6,6002,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Igor Zubeldia,defensa,DEF,60,read,ok,0,10346166,1.973,0,3.701,0.893,Real Betis,0,0,2.209,elo,-21.7,2802,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Omar El Hilali,defensa,DEF,80,read,ok,0,10098553,2.605,1,3.026,0.928,Real Madrid,1,0,2.807,elo,-258.7,10220,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Lucien Agoume,mediocampista,MED,80,read,ok,0,5638486,3.598,1,3.934,0.942,Athletic Club,0,0,3.820,elo,-52.2,7249,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Ionut Radu,portero,POR,90,read,ok,0,37095939,5.988,1,6.605,0.918,Valencia,0,0,6.525,elo,-2.0,5978,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Pablo Fornals,mediocampista,MED,80,read,ok,0,56282612,6.440,1,6.761,0.981,Real Sociedad,1,0,6.565,elo,21.7,2632,,
2026-08-20T1428Z,4.5,4-5-1,46.06,Marcos Alonso,defensa,DEF,90,read,ok,0,28102709,5.057,1,5.578,0.918,Valencia,0,0,5.511,elo,-2.0,4397,,
2026-08-20T1449Z,4.2,4-5-1,46.06,Iñigo Vicente,delantero,DEL,90,read,ok,1,20069212,2.966,1,2.995,1.002,Getafe,0,0,2.959,elo,-13.9,6442,,
2026-08-20T1449Z,4.2,4-5-1,46.06,Pepelu,mediocampista,MED,70,read,ok,0,7697436,3.319,1,4.288,1.007,Celta Vigo,1,0,3.296,elo,2.0,2715,,
2026-08-20T1449Z,4.2,4-5-1,46.06,Iñigo Ruiz de Galarreta,mediocampista,MED,70,read,ok,0,12946731,3.830,1,4.482,1.073,Sevilla,1,0,3.570,elo,52.2,44,,
